,Sample.ID,SpeciesCode,Tree,Core,Terrace,Pygmy,Sample.ID.2,No.Tips,BlastID,Ectomycorrhizal,Trait.ForagingType,Trait.ForagingType.1,Trait.Hydrophobicity,Trait.Rhizomorphs,Trait.HostTree,SequencingNotes,X,X.1,X.2,Alt.ID,Alt.Seq.File,note,note.1,Hydrogen,OM.Pct,OM.lbsperA,Phos.Bray,Phos.Olsen,K,Mg,Ca,Na,Soil.pH,Buffer.Index.pH,CEC.meq,K.sat,Mg.sat,Ca.sat,H.sat,Na.sat,Nitrate,Sulfur
185,T3_14B,60,14,B,3,1,T14-B,1,Gymnopilus sp (96% match),y,,,,,,8-6F_4B_Rnd2_2_C03_F_2.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
186,T3_14B,70,14,B,3,1,T14-B,1,Helotiales sp.,y,,,,,,8-5A_GenPri_Plate7_C06a.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
187,T3_14A,28,14,A,3,1,T14-A,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-1G_GenPri_Plate2_D07.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
188,T3_14A,28,14,A,3,1,T14-A,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-2D_GenPri_Plate2_A08a.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
189,T3_14A,28,14,A,3,1,T14-A,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-2E_GenPri_Plate2_B08a.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
190,T3_14A,15,14,A,3,1,T14-A,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-1A_4B_Plate10_D09.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
191,T3_14A,15,14,A,3,1,T14-A,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,3-1A_GenPri_Plate2_H06.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
192,T3_14B,15,14,B,3,1,T14-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,8-5G_GenPri_Plate7_A07.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
193,T3_14B,15,14,B,3,1,T14-B,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,8-5H_4B_Plate7_B07.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
194,T3_14A,12,14,A,3,1,T14-A,1,Uncultured Agaricomycetes,y,,,,,,3-1H_GenPri_Plate2_E07.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
195,T3_14A,12,14,A,3,1,T14-A,1,Uncultured Agaricomycetes,y,,,,,,3-2H_4B_Plate10_G12.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
196,T3_14A,12,14,A,3,1,T14-A,1,Uncultured Agaricomycetes,y,,,,,,3-2H_GenPri_Plate2_E08.ab1,,NA,NA,NA,,,NA,4.7,17.1,371,5,12,61,62,181,17,4.1,6.5,6.3,2.5,8,14.3,74,1.2,1,8
197,T3_14B,12,14,B,3,1,T14-B,1,Uncultured Agaricomycetes,y,,,,,,8-5C_4B_Plate7_E06.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
198,T3_14B,12,14,B,3,1,T14-B,1,Uncultured Agaricomycetes,y,,,,,,8-5E_GenPri_Plate7_G06.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
199,T3_14B,12,14,B,3,1,T14-B,1,Uncultured Agaricomycetes,y,,,,,,8-5F_GenPri_Plate7_H06.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
200,T3_14B,12,14,B,3,1,T14-B,1,Uncultured Agaricomycetes,y,,,,,,8-6A_4B_Plate7_C07.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
201,T3_14B,12,14,B,3,1,T14-B,1,Uncultured Agaricomycetes,y,,,,,,8-6C_GenPri_Plate7_D07.ab1,,NA,NA,NA,,,NA,4.2,14.3,315,2,10,62,58,214,19,4.2,6.6,6,2.6,7.9,17.7,70.4,1.4,1,11
202,T3_15B,3,15,B,3,1,T15-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,7-8E_GenPri_Plate6_C10.ab1,,NA,NA,NA,,,NA,5.3,14.4,319,2,16,86,124,65,50,3.6,6.5,7.1,3.1,14.3,4.5,75,3.1,1,6
203,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-5C_4B_Plate1_G04.ab1,,NA,NA,NA,,,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
204,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-5H_GenPri_Plate1_B05.ab1,,NA,NA,NA,,,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
205,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-6B_GenPri_Plate1_C05.ab1,,NA,NA,NA,,,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
206,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-6D_GenPri_Plate1_D05.ab1,,NA,NA,NA,,,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
207,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-6E_GenPri_Plate1_E05.ab1,,NA,NA,88,8-8B_4B,con,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
208,T3_15A,30,15,A,3,1,T15-A,1,Hygrophorus hypothejus,y,mediumdistancefringe,shortdistance,n,m,Picea,1-6H_GenPri_Plate1_G05.ab1,,NA,NA,NA,,,NA,4,26.8,567,2,14,57,84,75,28,3.7,6.6,5.3,2.7,13,7,75,2.3,1,5
209,T3_15B,14,15,B,3,1,T15-B,1,Uncultured Atheliaceae,y,,,,,,7-7B_GenPri_Plate6_B09.ab1,,NA,NA,NA,,,NA,5.3,14.4,319,2,16,86,124,65,50,3.6,6.5,7.1,3.1,14.3,4.5,75,3.1,1,6
210,T3_15B,14,15,B,3,1,T15-B,1,Uncultured Atheliaceae,y,,,,,,7-8A_GenPri_Plate6_H09a.ab1,,NA,NA,NA,,,NA,5.3,14.4,319,2,16,86,124,65,50,3.6,6.5,7.1,3.1,14.3,4.5,75,3.1,1,6
211,T3_16A,3,16,A,3,1,T16-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-4C_GenPri_Plate3_G08.ab1,,NA,NA,NA,,,NA,4.4,2.6,82,1,12,59,67,133,26,4,6.5,5.9,2.5,9.3,11.3,75,1.9,1,5
212,T3_16B,3,16,B,3,1,T16-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,8-7D_GenPri_Plate7_C08.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
213,T3_16B,7,16,B,3,1,T16-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-8B_4B_Plate7_H08.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
214,T3_16B,7,16,B,3,1,T16-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-8D_4B_Plate7_A09.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
215,T3_16B,7,16,B,3,1,T16-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-8G_GenPri_Plate7_D09.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
216,T3_16B,7,16,B,3,1,T16-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-8H_GenPri_Plate7_E09.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
217,T3_16A,50,16,A,3,1,T16-A,1,Rhizoscyphus sp.,y,,,,,,4-4E_GenPri_Plate3_A09.ab1,,NA,NA,NA,,,NA,4.4,2.6,82,1,12,59,67,133,26,4,6.5,5.9,2.5,9.3,11.3,75,1.9,1,5
218,T3_16B,12,16,B,3,1,T16-B,1,Uncultured Agaricomycetes,y,,,,,,8-7G_GenPri_Plate7_E08.ab1,,NA,NA,NA,,,NA,5,5.2,135,2,18,78,81,131,31,4,6.5,6.6,3,10.1,9.9,75,2,1,8
219,T3_17A,137,17,A,3,1,T17-A,1,Byssocorticium sp (<95%),y,shortdistance,,,n,Fagus,6-4G_4B,low qual,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
220,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-3A_GenPri_Plate5_C06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
221,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-3B_GenPri_Plate5_D06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
222,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-3C_4B_Plate5_E06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
223,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-3G_GenPri_Plate5_A07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
224,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-3H_GenPri_Plate5_B07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
225,T3_17A,17,17,A,3,1,T17-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,6-4B_GenPri_Plate5_D07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
226,T3_17B,7,17,B,3,1,T17-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-1D_GenPri_Plate7_H02.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
227,T3_17B,7,17,B,3,1,T17-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-1D_GenPri_Rnd2_1_F03_F.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
228,T3_17B,7,17,B,3,1,T17-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-1G_GenPri_Plate7_C03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
229,T3_17B,7,17,B,3,1,T17-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,8-2B_GenPri_Plate7_F03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
230,T3_17B,42,17,B,3,1,T17-B,1,Phellodon tomentosus (but only 90% similar),y,mediumdistancemat,,,y,Picea,8-1E_GenPri_Plate7_A03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
231,T3_17B,42,17,B,3,1,T17-B,1,Phellodon tomentosus (but only 90% similar),y,mediumdistancemat,,,y,Picea,8-1H_GenPri_Plate7_D03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
232,T3_17B,42,17,B,3,1,T17-B,1,Phellodon tomentosus (but only 90% similar),y,mediumdistancemat,,,y,Picea,8-2C_GenPri_Plate7_G03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
233,T3_17B,42,17,B,3,1,T17-B,1,Phellodon tomentosus (but only 90% similar),y,mediumdistancemat,,,y,Picea,8-2D_GenPri_Plate7_H03.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
234,T3_17A,5,17,A,3,1,T17-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,6-3D_GenPri_Plate5_F06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
235,T3_17A,5,17,A,3,1,T17-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,6-3E_GenPri_Plate5_G06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
236,T3_17A,5,17,A,3,1,T17-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,6-3F_GenPri_Plate5_H06.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
237,T3_17A,5,17,A,3,1,T17-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,6-4E_GenPri_Plate5_G07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
238,T3_17A,5,17,A,3,1,T17-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,6-4F_GenPri_Plate5_H07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
239,T3_17B,5,17,B,3,1,T17-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,8-1A_GenPri_Plate7_E02.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
240,T3_17B,5,17,B,3,1,T17-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,8-1C_GenPri_Plate7_G02.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
241,T3_17B,28,17,B,3,1,T17-B,1,Rhizopogon evadens,y,longdistance,mediumdistancesmooth,m,y,Pinus,8-2F_GenPri_Plate7_B04.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
242,T3_17B,9,17,B,3,1,T17-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,8-2H_GenPri_Plate7_D04.ab1,,NA,NA,NA,,,NA,3.9,5.8,146,3,43,77,48,132,25,4.1,6.6,5.2,3.8,7.5,12.6,74,2.1,1,18
243,T3_17A,83,17,A,3,1,T17-A,1,Tricholoma luteomaculosum,y,mediumdistancefringe,,y,y,Pinus,6-4C_GenPri,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
244,T3_17A,12,17,A,3,1,T17-A,1,Uncultured Agaricomycetes,y,,,,,,6-4D_GenPri_Plate5_F07.ab1,,NA,NA,NA,,,NA,5.5,93.1,***,3,39,67,65,198,31,3.8,6.5,7.3,2.3,7.3,13.5,75,1.9,1,8
245,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-10E_GenPri_Plate5_A02.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
246,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-10G_GenPri_Plate5_C02.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
247,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-9A_GenPri_Plate4_G12.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
248,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-9D_GenPri_Plate5_B01.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
249,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-9E_GenPri_Plate5_C01.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
250,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-9F_GenPri_Plate5_D01.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
251,T3_18A,3,18,A,3,1,T18-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,5-9G_GenPri_Plate5_E01.ab1,,NA,NA,NA,,,NA,6.5,49,***,4,15,50,163,224,35,4.2,6.4,9.3,1.4,14.5,12.1,70.4,1.6,1,8
252,T3_18B,32,18,B,3,1,T18-B,1,Uncultured fungus (Basidiomycota),y,,,,,,11-10G_GenPri_Plate10_D08.ab1,,NA,NA,NA,,,NA,5.2,73.1,***,3,12,84,129,252,30,4.3,6.5,7.8,2.8,13.5,16.1,66,1.7,2,10
253,T3_18B,35,18,B,3,1,T18-B,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,11-9D_GenPri_Plate10_E07align consensus sequence,,NA,NA,NA,,,NA,5.2,73.1,***,3,12,84,129,252,30,4.3,6.5,7.8,2.8,13.5,16.1,66,1.7,2,10
254,T3_19B,7,19,B,3,1,T19-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,6-8D_4B_Plate10_E11align consensus sequence,,NA,NA,NA,,,NA,12.2,99,***,1,9,110,179,436,33,3.9,6,16.3,1.7,9,13.4,75,0.9,1,14
255,T3_19B,39,19,B,3,1,T19-B,1,Meliniomyces variabilis (<96%),y,,,,,,6-7H_4B,con,NA,NA,131,5-12D_GenPri,low qual,NA,12.2,99,***,1,9,110,179,436,33,3.9,6,16.3,1.7,9,13.4,75,0.9,1,14
256,T3_19A,15,19,A,3,1,T19-A,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,5-12A_GenPri_Plate5_D03.ab1,,NA,NA,NA,,,NA,6.2,99,***,1,11,61,83,252,15,4.1,6.4,8.3,1.9,8.2,15.1,74,0.8,1,7
257,T3_19A,15,19,A,3,1,T19-A,1,Rhizopogon salebrosus,y,longdistance,mediumdistancesmooth,m,y,Pinus,5-12H_GenPri_Plate5_C04.ab1,,NA,NA,NA,,,NA,6.2,99,***,1,11,61,83,252,15,4.1,6.4,8.3,1.9,8.2,15.1,74,0.8,1,7
258,T3_19A,34,19,A,3,1,T19-A,1,Uncultured Ascomycota (likely Oidiodendron),y,,,,,,5-12D_4A_Rnd2_3_B04_F.ab1,,NA,NA,NA,,,NA,6.2,99,***,1,11,61,83,252,15,4.1,6.4,8.3,1.9,8.2,15.1,74,0.8,1,7
259,T3_19B,32,19,B,3,1,T19-B,1,Uncultured fungus (Basidiomycota),y,,,,,,6-7D_GenPri_Plate5_F10 consensus sequence,,NA,NA,NA,,,NA,12.2,99,***,1,9,110,179,436,33,3.9,6,16.3,1.7,9,13.4,75,0.9,1,14
260,T3_19A,35,19,A,3,1,T19-A,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,5-11H_GenPri_Plate5_C03 consensus sequence,,NA,NA,NA,,,NA,6.2,99,***,1,11,61,83,252,15,4.1,6.4,8.3,1.9,8.2,15.1,74,0.8,1,7
261,T3_19B,35,19,B,3,1,T19-B,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,6-8A_GenPri_Plate5_C11.ab1,,NA,NA,NA,,,NA,12.2,99,***,1,9,110,179,436,33,3.9,6,16.3,1.7,9,13.4,75,0.9,1,14
262,T2_22A,36,22,A,2,0,T22-A,1,Ascomycete - Helotiaceae/Phialophora/etc,y,,,,,,3-9H_4B_Plate3_A03.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
263,T2_22A,118,22,A,2,0,T22-A,1,Cortinarius idahoensis (<90%),y,mediumdistancefringe,,y,y,Pinus,3-10C_GenPri,low qual,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
264,T2_22A,17,22,A,2,0,T22-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,3-10G_GenPri_Plate3_H03.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
265,T2_22A,17,22,A,2,0,T22-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,3-10H_4B_Plate3_A04.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
266,T2_22A,17,22,A,2,0,T22-A,1,Cortinarius junghuhnii,y,mediumdistancefringe,,y,y,Pinus,3-9G_4B_Plate3_H02.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
267,T2_22A,4,22,A,2,0,T22-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-9A_4B_Plate3_C02.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
268,T2_22B,7,22,B,2,0,T22-B,1,Cortinarius semisanguineus,y,mediumdistancefringe,,y,y,Pinus,7-12B_GenPri_Plate7_G01.ab1,,NA,NA,NA,,,NA,12.6,99,***,2,11,112,175,448,59,3.9,6,16.9,1.7,8.5,13.3,75,1.5,1,14
269,T2_22A,100,22,A,2,0,T22-A,1,Dermataceae sp.,m-helotiales,,,,,,3-10D_GenPri,med qual,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
270,T2_22A,36,22,A,2,0,T22-A,1,Phialophora/Pezizomycotina/Ascomycota/ectomycorrhizal/Leotiomycetes,y,,,,,,3-9H_4B_Plate10_A10_2.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
271,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-10A_4B_Plate3_B03.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
272,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-10B_4B_Plate3_C03.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
273,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-10F_GenPri_Plate3_G03.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
274,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-9C_GenPri_Plate3_D02.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
275,T2_22A,5,22,A,2,0,T22-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-9D_GenPri_Plate3_E02.ab1,,NA,NA,NA,,,NA,10.7,65.5,***,3,25,94,141,383,60,3.9,6.1,14.3,1.7,8.1,13.4,75,1.8,2,14
