Sample.ID,SpeciesCode,Tree,Core,Terrace,Sample.ID.2,No.Tips,BlastID,Ectomycorrhizal,Trait.ForagingType,Trait.ForagingType,Trait.Hydrophobicity,Trait.Rhizomorphs,Trait.HostTree,SequencingNotes,,,,Alt ID,Alt Seq File,note,note
T5_1B,3,1,B,5,T01-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,9-7B_4A_Rnd2_3_F08_F_2.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces muricatus (97%),y,shortdistance,,n,n,Picea,9-8C_GenPri,low qual,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-1A_GenPri_Plate1_H08_2.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-1D_GenPri_Rnd2.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-2B_GenPri_Plate1_D09.ab1,,,,,,,
T5_1A,23,1,A,5,T01-A,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,2-2G_GenPri_Plate1_H09.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-7E_GenPri_Plate8_D07.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-7H_GenPri_Plate8_G07.ab1,,,,,,,
T5_1B,23,1,B,5,T01-B,1,Elaphomyces sp.,y,shortdistance,,n,n,Picea,9-8H_GenPri_Plate8_F08.ab1,,,,,,,
T5_1B,9,1,B,5,T01-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,9-7G_GenPri_Plate8_F07.ab1,,,,,,,
T5_1B,9,1,B,5,T01-B,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,9-8A_4B_Rnd2_2_G04_F_2.ab1,,,,,,,
T5_1B,65,1,B,5,T01-B,1,Uncultured Atheliaceae,y,,,,,,9-7C_GenPri_Plate8_C07.ab1,,,,,,,
T5_1A,8,1,A,5,T01-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,2-2H_GenPri_Plate1_A10.ab1,,,,,,,
T5_1B,8,1,B,5,T01-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,9-8F_GenPri_Plate8_D08.ab1,,,,,,,
T5_1B,8,1,B,5,T01-B,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,9-8G_GenPri_Plate8_E08.ab1,,,,,,,
T5_1A,32,1,A,5,T01-A,1,Uncultured fungus (Basidiomycota),y,,,,,,2-2E_4B_Plate10_A09.ab1
T5_1A,32,1,A,5,T01-A,1,Uncultured fungus (Basidiomycota),y,,,,,,2-2E_GenPri_Plate1_F09_2.ab1
T5_1A,35,1,A,5,T01-A,1,Uncultured Leotiomycetes/Ascomycota/Pezizomycotina/Helotiales/Sordariomycetes,y,,,,,,2-1E_4A_Rnd2_2_G08_F_2.ab1
T5_2B,3,2,B,5,T02-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,11-2F_GenPri_Plate10_D01.ab1
T5_2A,3,2,A,5,T02-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,6-1B_GenPri_Plate5_E04.ab1
T5_2B,36,2,B,5,T02-B,1,Helotiaceae/Sordariomycetes/Phialophora/Magnaporthaceae,y,,,,,,11-2B_GenPri_Plate9_H12.ab1
T5_2B,5,2,B,5,T02-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,11-2H_GenPri_Plate10_F01.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-1H_GenPri_Plate5_B05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2A_GenPri_Plate5_C05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2B_4B_Plate5_D05.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2C_4B_Rnd2.ab1
T5_2A,9,2,A,5,T02-A,1,Suillus tomentosus,y,longdistance,,y,y,Pinus,6-2D_4B_Plate5_F05.ab1
T5_2A,58,2,A,5,T02-A,1,Uncultured Mortierella,y,,,,,,6-2F_GenPri_Plate5_H05.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-10B_GenPri_Plate1_D08.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-10C_GenPri_Plate1_E08.ab1
T5_3A,25,3,A,5,T03-A,1,Cortinarius croceocaeruleus,y,mediumdistancefringe,,y,y,Pinus,1-9E_GenPri_Plate1_G07.ab1
T2_24A,4,24,A,2,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8A_4B_Plate3_D01.ab1,
T2_24A,4,24,A,2,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8C_4B_Plate3_E01.ab1,
T2_24A,4,24,A,2,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8G_GenPri_Plate3_A02.ab1,
T2_24A,4,24,A,2,T24-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-8H_GenPri_Plate3_B02.ab1,
T2_24B,66,24,B,2,T24-B,1,Leucophleps spinispora,y,,,,,,7-3B_4B_Plate6_D05.ab1,
T2_24A,5,24,A,2,T24-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-8D_4B_Plate3_F01.ab1,
T2_24A,6,24,A,2,T24-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-7F_GenPri_Plate3_A01.ab1,
T2_24B,6,24,B,2,T24-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-4D_GenPri_Plate6_E06.ab1,
T2_24B,6,24,B,2,T24-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-4D_GenPri_Rnd2.ab1,
T2_24B,146,24,B,2,T24-B,1,Russula cremoricolor (84%),y,contact,,n,n,Pinus,7-4F_GenPri,low qual
T2_24B,34,24,B,2,T24-B,1,Uncultured Ascomycota (likely Oidiodendron),y,,,,,,7-4E_GenPri_Plate6_F06.ab1,
T2_24A,14,24,A,2,T24-A,1,Uncultured Atheliaceae,y,,,,,,3-7A_4A_Rnd2_2_D11_F_2.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11B_4B_Plate3_B04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11C_4B_Plate3_C04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11D_4B_Plate10_B10.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11D_4B_Plate3_D04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11E_GenPri_Plate3_E04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11F_GenPri_Plate3_F04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-11H_GenPri_Plate3_H04.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12A_4B_Plate3_A05.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12C_GenPri_Plate3_C05.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12D_GenPri_Plate3_D05.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12E_GenPri_Plate3_E05.ab1,
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12F_GenPri_Plate3_F05.ab1
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12G_GenPri_Plate3_G05.ab1
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12H_4B_Plate10_B12align consensus sequence
T2_25A,2,25,A,2,T25-A,1,Russula brunneola,y,contact,,n,n,Pinus,3-12H_4B_Plate3_H05.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10B_GenPri_Plate5_G12.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10C_4B_Plate5_H12.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10D_4B_Plate6_A01.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10E_4B_Rnd2.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10E_GenPri_Plate6_B01.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10F_4B_Rnd2.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10G_GenPri_Plate6_D01.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-10H_GenPri_Plate6_E01.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9B_GenPri_Rnd2_1_H02_F.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9C_GenPri_Plate5_C12.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9D_GenPri_Plate5_D12.ab1
T2_25B,2,25,B,2,T25-B,1,Russula brunneola,y,contact,,n,n,Pinus,6-9H_GenPri_Plate5_F12.ab1
T2_25A,168,25,A,2,T25-A,1,Russula vesca (97%),y,contact,,n,n,Pinus,3-12C_4B,con
T2_25A,48,25,A,2,T25-A,1,Thaxterogaster levisporus or Cortinarius walpolensis (only 91% match),y,mediumdistancefringe,,,y,Nothofagus,3-12B_4B_Plate3_B05.ab1,
T2_26B,3,26,B,2,T26-B,1,Cenococcum geophilum (92%),y,shortdistance,,n,n,Pinus,7-2D_4A,low qual
T2_26A,4,26,A,2,T26-A,1,Cortinarius obtusus,y,mediumdistancefringe,,y,y,Pinus,3-6C_GenPri_Plate2_F11.ab1,
T2_26A,5,26,A,2,T26-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-5D_GenPri_Plate2_H10.ab1,
T2_26A,5,26,A,2,T26-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,3-6B_GenPri_Plate2_E11.ab1,
T2_26B,5,26,B,2,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1B_GenPri_Plate6_D03.ab1,
T2_26B,5,26,B,2,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1D_GenPri_Plate6_F03.ab1,
T2_26B,5,26,B,2,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-1E_GenPri_Plate6_G03.ab1,
T2_26B,5,26,B,2,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-2E_GenPri_Plate6_G04.ab1,
T2_26B,5,26,B,2,T26-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,7-2G_GenPri_Plate6_A05.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5B_GenPri_Plate2_F10.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5C_GenPri_Plate2_G10a.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5F_GenPri_Plate2_B11.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-5H_GenPri_Plate2_C11a.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-6A_4B_Plate2_D11.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor,y,contact,,n,n,Pinus,3-6D_4B_Rnd2_1_D07_F.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1A_4B_Rnd2_1_F11_F_2.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1F_GenPri_Plate6_H03.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-1H_GenPri_Plate6_B04.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2A_GenPri_Plate6_C04.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2B_GenPri_Plate6_D04.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2C_GenPri_Plate6_E04.ab1,
T2_26B,6,26,B,2,T26-B,1,Russula cremoricolor,y,contact,,n,n,Pinus,7-2H_GenPri_Plate6_B05.ab1,
T2_26A,6,26,A,2,T26-A,1,Russula cremoricolor (97% match),y,contact,,n,n,Pinus,3-6E_4B,
T1_27A,3,27,A,1,T27-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-7B_GenPri_Plate3_E11.ab1,
T1_27A,3,27,A,1,T27-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,4-8D_GenPri_Plate3_G12.ab1,
T1_27A,80,27,A,1,T27-A,1,Hydnum umbilicatum,y,mediumdistancefringe,,,y,Picea,4-7H_GenPri,
T1_27A,2,27,A,1,T27-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-8A_4B_Plate3_D12.ab1,
T1_27B,139,27,B,1,T27-B,1,Russula cremeirosea (93%),y,contact,,n,n,Pinus,7-10A_4B,low qual
T1_27A,22,27,A,1,T27-A,1,Russula puellaris,y,contact,,n,n,Pinus,4-7A_GenPri_Plate3_D11.ab1,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-10E_GenPri_Plate6_C12.ab1,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-10G_GenPri_Plate6_E12.ab1,,,,,,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9D_4B_Plate6_B11.ab1,,,,,,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9E_4B_Plate6_C11.ab1,,,,,,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9F_GenPri_Plate6_D11.ab1,,,,,,
T1_27B,22,27,B,1,T27-B,1,Russula puellaris,y,contact,,n,n,Pinus,7-9G_4B_Plate6_E11.ab1,,,,,,
T1_27B,14,27,B,1,T27-B,1,Uncultured Atheliaceae,y,,,,,,7-10F_GenPri_Plate6_D12a.ab1,,,,,,
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-7C_4B_Plate3_F11a.ab1,,,,116,2-12D_4A,low qual
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-7D_GenPri_Plate3_G11.ab1,,,,,,
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-7F_GenPri_Plate3_A12.ab1,,,,,,
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-8C_GenPri_Plate3_F12.ab1,,,,,,
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-8G_GenPri_Plate4_B01.ab1,,,,,,
T1_27A,8,27,A,1,T27-A,1,Uncultured ectomycorrhiza - poss Craterellus tubaeformis,y,shortdistance,,n,n,Pinus,4-8H_GenPri_Plate4_C01.ab1,,,,,,
T1_27B,86,27,B,1,T27-B,1,Uncultured fungus (Atheliaceae),y,,,,,,7-9A_4A,,,,113,10-4H_4A,low qual
T1_28B,3,28,B,1,T28-B,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,9-2H_4A_Rnd2_3_D08_F.ab1,100% quality,,,152,8-12F_4A,low qual
T1_28B,5,28,B,1,T28-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-1C_GenPri_Plate8_G01.ab1,,,,,,
T1_28B,5,28,B,1,T28-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-2H_GenPri_Plate8_C03a.ab1,short read,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5A_4B_Plate3_D09.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5B_4B_Plate3_E09.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5C_GenPri_Plate3_F09.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5D_4B_Plate3_G09.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5E_4B_Plate3_H09.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5F_4B_Plate3_A10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5G_4B_Rnd2.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-5H_GenPri_Plate3_C10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6A_4B_Plate3_D10.ab1,,,,112,10-4D_4B,low qual
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6B_4B_Plate3_E10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6B_4B_Rnd2.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6C_4B_Plate3_F10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6D_GenPri_Plate3_G10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6E_4B_Plate3_H10.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6F_GenPri_Plate3_A11.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6G_GenPri_Plate3_B11.ab1,,,,,,
T1_28A,2,28,A,1,T28-A,1,Russula brunneola,y,contact,,n,n,Pinus,4-6H_GenPri_Plate3_C11.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1A_4B_Plate8_E01a.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1D_4B_Plate8_H01.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1E_GenPri_Plate8_A02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1F_GenPri_Plate8_B02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1G_4B_Plate8_C02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-1H_GenPri_Plate8_D02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2A_GenPri_Plate8_E02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2B_4B_Plate8_F02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2C_GenPri_Plate8_G02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2D_4B_Plate8_H02.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2E_4B_Rnd2_2_D04_F_2.ab1
T1_28B,2,28,B,1,T28-B,1,Russula brunneola,y,contact,,n,n,Pinus,9-2F_4B_Plate8_A03.ab1
T1_28B,89,28,B,1,T28-B,1,Tomentellopsis submollis,y,mediumdistancesmooth,,,y,Pinus,9-2G_4B
T1_29A,3,29,A,1,T29-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-7A_4B_Plate10_H08align consensus sequence
T1_29A,3,29,A,1,T29-A,1,Cenococcum geophilum,y,shortdistance,,n,n,Pinus,1-7D_GenPri_Plate1_B06_2.ab1
T1_29B,3,29,B,1,T29-B,1,Cenococcum geophilum (97.2%),y,shortdistance,,n,n,Pinus,9-4G_4A,low qual,,,,
T1_29B,43,29,B,1,T29-B,1,Cortinarius clandestinus,y,mediumdistancefringe,,y,y,Pinus,9-3A_GenPri_Plate8_D03.ab1,,,,,
T1_29B,43,29,B,1,T29-B,1,Cortinarius clandestinus,y,mediumdistancefringe,,y,y,Pinus,9-3H_GenPri_Plate8_C04.ab1,,,,,
T1_29B,43,29,B,1,T29-B,1,Cortinarius clandestinus,y,mediumdistancefringe,,y,y,Pinus,9-4B_GenPri_Plate8_E04.ab1,,,,,
T1_29B,43,29,B,1,T29-B,1,Cortinarius clandestinus,y,mediumdistancefringe,,y,y,Pinus,9-4D_GenPri_Plate8_G04.ab1,,,,,
T1_29A,72,29,A,1,T29-A,1,"Low match, uncultured soil",y,,,,,,1-8H_GenPri,,,,,
T1_29A,5,29,A,1,T29-A,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,1-8C_GenPri_Plate1_H06.ab1,,,,,
T1_29B,5,29,B,1,T29-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-3E_GenPri_Plate8_H03.ab1,,,,,
T1_29B,5,29,B,1,T29-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-3F_GenPri_Plate8_A04.ab1,,,,,
T1_29B,5,29,B,1,T29-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-3G_GenPri_Plate8_B04.ab1,,,,,
T1_29B,5,29,B,1,T29-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-4E_GenPri_Plate8_H04.ab1,,,,47,1-9G_4B_Plate1_A08.ab1
T1_29B,5,29,B,1,T29-B,1,Piloderma olivaceum/fallax(?),y,mediumdistancefringe,,,y,Picea,9-4F_GenPri_Plate8_A05.ab1,,,,,
T1_29B,91,29,B,1,T29-B,1,Russula illota/laurocerasi/etc,y,contact,,n,n,Pinus,9-4C_GenPri,,,,,
T1_29A,49,29,A,1,T29-A,1,Tomentella sublilacina,y,,,n,y,Pinus,1-7B_GenPri_Plate1_A06.ab1,,,,,
T1_29A,49,29,A,1,T29-A,1,Tomentella sublilacina,y,,,n,y,Pinus,1-8E_GenPri_Plate1_B07_2.ab1,,,,,
T1_29A,49,29,A,1,T29-A,1,Tomentella sublilacina,y,,,n,y,Pinus,1-8G_GenPri_Plate1_C07_2.ab1,,,,,
T1_29B,24,29,B,1,T29-B,1,Uncultured Helotiales (likely Meliniomyces),y,,,,,,9-3C_GenPri_Plate8_F03.ab1,
T1_30B,114,30,B,1,T30-B,1,Entoloma stylophorum/Tricholoma argyraceum/Tricholoma stans,y,mediumdistancefringe,mediumdistancesmooth,n,y,Salix,10-5B_4B,med qual
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5A_4B_Plate9_B04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5C_GenPri_Plate9_D04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5E_4B_Plate9_E04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5F_4B_Plate9_F04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5G_GenPri_Plate9_G04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-5H_GenPri_Plate9_H04.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6A_4B_Plate9_A05.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6B_GenPri_Plate9_B05.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6C_4B_Plate9_C05.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6D_4B_Plate9_D05.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6D_4B_Rnd2_2_F05_F_2.ab1,
T1_30B,10,30,B,1,T30-B,1,Lactarius chrysorrheus,y,mediumdistancesmooth,contact,,y,Pinus,10-6H_4B_Plate9_H05.ab1,
T1_30B,54,30,B,1,T30-B,1,Lactarius xanthogalactus,y,mediumdistancesmooth,contact,,y,Pinus,10-6E_4B_Plate9_E05.ab1,
T1_30A,50,30,A,1,T30-A,1,Rhizoscyphus sp.,y,,,,,,4-10G_GenPri_Plate4_B03.ab1,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-10A_4B_Plate4_D02.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-10B_GenPri_Plate4_E02.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-10D_GenPri_Plate4_G02.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-10E_4B_Plate4_H02.ab1,,,,,,
T1_30A,21,30,A,1,T30-A,1,Uncultured Cantharellales,y,mediumdistancesmooth,,y,y,Pinus,4-10H_GenPri_Plate4_C03.ab1,,,,,,
